date,camelsbr_42210000,camelsbr_43200000,GRDC_3651408
1979-06-27,,,0.78125
1979-06-28,,,0.77125
1979-06-29,,,0.77
1979-06-30,,,0.76125
1979-07-01,,,0.76
1979-07-02,,,0.75125
1979-07-03,,,0.75
1979-07-04,,,0.74125
1979-07-05,,,0.73125
1979-07-06,,,0.73
1979-07-07,,,0.73
1979-07-08,,,0.72125
1979-07-09,,,0.71125
1979-07-10,,,0.71
1979-07-11,,,0.70125
1979-07-12,,,0.7
1979-07-13,,,0.69125
1979-07-14,,,0.69
1979-07-15,,,0.66375
1979-07-16,,,0.68625
1979-07-17,,,0.68125
1979-07-18,,,0.68
1979-07-19,,,0.67125
1979-07-20,,,0.67
1979-07-21,,,0.67
1979-07-22,,,0.67
1979-07-23,,,0.67
1979-07-24,,,0.67875
1979-07-25,,,0.67125
1979-07-26,,,0.67
1979-07-27,,,0.66125
1979-07-28,,,0.65125
1979-07-29,,,0.64125
1979-07-30,,,0.63125
1979-07-31,,,0.63
1979-08-01,,,0.62125
1979-08-02,,,0.61125
1979-08-03,,,0.61
1979-08-04,,,0.60125
1979-08-05,,,0.6
1979-08-06,,,0.6
1979-08-07,,,0.59125
1979-08-08,,,0.59
1979-08-09,,,0.59
1979-08-10,,,0.58125
1979-08-11,,,0.58
1979-08-12,,,0.57125
1979-08-13,,,0.57
1979-08-14,,,0.57
1979-08-15,,,0.57
1979-08-16,,,0.57
1979-08-17,,,0.56125
1979-08-18,,,0.56
1979-08-19,,,0.55125
1979-08-20,,,0.55
1979-08-21,,,0.55
1979-08-22,,,0.55
1979-08-23,,,0.5675
1979-08-24,,,0.57875
1979-08-25,,,0.58
1979-08-26,,,0.5625
1979-08-27,,,0.55125
1979-08-28,,,0.5325
1979-08-29,,,0.53
1979-08-30,,,0.53875
1979-08-31,,,0.53125
1979-09-01,,,0.53
1979-09-02,,,0.53
1979-09-03,,,0.53
1979-09-04,,,0.52125
1979-09-05,,,0.51125
1979-09-06,,,0.51
1979-09-07,,,0.50125
1979-09-08,,,0.5
1979-09-09,,,0.49125
1979-09-10,,,0.49
1979-09-11,,,0.49
1979-09-12,,,0.48125
1979-09-13,,,0.48
1979-09-14,,,0.48
1979-09-15,,,0.48
1979-09-16,,,0.48
1979-09-17,,,0.4975
1979-09-18,,,0.56125
1979-09-19,,,0.70125
1979-09-20,,,0.81625
1979-09-21,,,0.69875
1979-09-22,,,0.6975
1979-09-23,,,0.7
1979-09-24,,,0.62125
1979-09-25,,,0.575
1979-09-26,,,0.56125
1979-09-27,,,0.5425
1979-09-28,,,0.54875
1979-09-29,,,0.54125
1979-09-30,,,0.51375
1979-10-01,,,0.4925
1979-10-02,,,0.48125
1979-10-03,,,0.4625
1979-10-04,,,0.45125
1979-10-05,,,0.45
1979-10-06,,,0.44125
1979-10-07,,,0.43125
1979-10-08,,,0.43
1979-10-09,,,0.42125
1979-10-10,,,0.5075
1979-10-11,,,0.52875
1979-10-12,,,0.50375
1979-10-13,,,0.56125
1979-10-14,,,0.61375
1979-10-15,,,0.57625
1979-10-16,,,0.5525
1979-10-17,,,0.64625
1979-10-18,,,0.59875
1979-10-19,,,0.59
1979-10-20,,,0.5725
1979-10-21,,,0.5525
1979-10-22,,,0.52375
1979-10-23,,,0.5025
1979-10-24,,,0.4825
1979-10-25,,,0.47125
1979-10-26,,,0.44375
1979-10-27,,,0.43125
1979-10-28,,,0.42125
1979-10-29,,,0.41125
1979-10-30,,,0.40125
1979-10-31,,,0.47
1979-11-01,,,0.41875
1979-11-02,,,0.47125
1979-11-03,,,0.76
1979-11-04,,,1.0625
1979-11-05,,,1.3975
1979-11-06,,,1.64125
1979-11-07,,,1.78375
1979-11-08,,,1.65125
1979-11-09,,,1.42875
1979-11-10,,,1.3825
1979-11-11,,,2.12375
1979-11-12,,,1.67
1979-11-13,,,1.345
1979-11-14,,,1.19625
1979-11-15,,,1.04875
1979-11-16,,,0.89
1979-11-17,,,0.7825
1979-11-18,,,0.69125
1979-11-19,,,0.61875
1979-11-20,,,0.575
1979-11-21,,,0.59625
1979-11-22,,,0.9325
1979-11-23,,,1.05875
1979-11-24,,,0.83375
1979-11-25,,,0.5725
1979-11-26,,,0.88125
1979-11-27,,,0.965
1979-11-28,,,0.99625
1979-11-29,,,1.105
1979-11-30,,,1.04125
1979-12-01,,,0.21625
1979-12-02,,,0.10875
1979-12-03,,,0.11875
1979-12-04,,,0.12
1979-12-05,,,0.1025
1979-12-06,,,0.1
1979-12-07,,,0.09125
1979-12-08,,,0.09
1979-12-09,,,0.11625
1979-12-10,,,0.12
1979-12-11,,,0.12
1979-12-12,,,0.12
1979-12-13,,,0.12
1979-12-14,,,0.11125
1979-12-15,,,0.06625
1979-12-16,,,0.095
1979-12-17,,,0.1
1979-12-18,,,0.12625
1979-12-19,,,0.15625
1979-12-20,,,0.1775
1979-12-21,,,0.1975
1979-12-22,,,0.2175
1979-12-23,,,0.31625
1979-12-24,,,0.3125
1979-12-25,,,0.21375
1979-12-26,,,0.17375
1979-12-27,,,0.10875
1979-12-28,,,0.09125
1979-12-29,,,0.29125
1979-12-30,,,0.39
1979-12-31,,,0.40875
1980-01-01,2.23,2.13,0.305
1980-01-02,2.5362499,2.36625,0.29
1980-01-03,2.50125,2.53125,0.255
1980-01-04,2.2275,2.305,0.27625
1980-01-05,2.085,2.10375,0.25375
1980-01-06,2.06125,2.00125,0.25
1980-01-07,2.0425,1.96375,0.215
1980-01-08,1.9525001,1.8725001,0.21875
1980-01-09,1.9662501,1.86875,0.22
1980-01-10,1.9612501,1.9312501,0.28125
1980-01-11,1.98625,1.86125,0.28125
1980-01-12,2.0774999,1.8412501,0.37625
1980-01-13,2.7549999,1.97125,0.53
1980-01-14,3.03375,2.54125,0.6375
1980-01-15,3.13875,3.0575,0.6675
1980-01-16,3.15875,3.54875,0.73125
1980-01-17,3.16,3.8374999,0.81875
1980-01-18,3.16,4.05375,0.85625
1980-01-19,,4.33375,0.685
1980-01-20,,4.51,0.5725
1980-01-21,,4.55625,0.42875
1980-01-22,,4.525,0.38375
1980-01-23,,4.4675,0.38
1980-01-24,,4.39875,0.44125
1980-01-25,,4.3025,0.49375
1980-01-26,,4.255,0.42125
1980-01-27,,4.215,0.34
1980-01-28,,4.1925,0.35625
1980-01-29,,4.2075,0.50875
1980-01-30,,4.245,0.46875
1980-01-31,,4.2762504,0.5125
1980-02-01,,4.28,0.59
1980-02-02,,4.25375,0.775
1980-02-03,,4.24125,0.7475
1980-02-04,,4.2575,0.705
1980-02-05,,4.28625,0.65625
1980-02-06,,4.2725,0.5975
1980-02-07,,4.19125,0.2575
1980-02-08,,4.03125,0.49875
1980-02-09,,3.8525,0.53125
1980-02-10,,3.61125,0.50375
1980-02-11,,3.37,0.3775
1980-02-12,,3.2,0.36
1980-02-13,,3.1274998,0.38625
1980-02-14,,3.12875,0.39
1980-02-15,,3.1737502,0.39875
1980-02-16,,3.22375,0.40875
1980-02-17,,3.25625,0.41
1980-02-18,,3.23375,0.515
1980-02-19,,3.3612502,0.88
1980-02-20,,3.75625,0.8775
1980-02-21,,3.9850001,0.89625
1980-02-22,,4.0975003,0.90875
1980-02-23,,4.11,0.91
1980-02-24,,4.04,0.91
1980-02-25,3.46,3.9075,0.91
1980-02-26,3.36375,3.7675,0.91
1980-02-27,3.02625,3.5225,0.93625
1980-02-28,2.6475,3.21875,0.9225
1980-02-29,2.36375,2.87375,0.92
1980-03-01,2.2075,2.6462498,0.675
1980-03-02,1.98875,2.4625,0.5525
1980-03-03,1.8025,2.2125,0.5575
1980-03-04,1.63125,1.96125,0.63875
1980-03-05,1.6275,1.8425,0.39625
1980-03-06,1.5337499,1.7425001,0.35125
1980-03-07,1.3625001,1.555,0.34125
1980-03-08,1.3225,1.4775,0.33125
1980-03-09,1.2325001,1.3825,0.32125
1980-03-10,1.1587499,1.3087499,0.15375
1980-03-11,1.12375,1.25625,0.10375
1980-03-12,1.12875,1.24125,0.135
1980-03-13,1.095,1.205,0.23625
1980-03-14,1.055,1.15625,0.29375
1980-03-15,1.1025,1.1324999,0.32625
1980-03-16,1.22375,1.2,0.30375
1980-03-17,1.30125,1.32375,0.30875
1980-03-18,1.23125,1.3312501,0.35375
1980-03-19,1.1587499,1.26,0.36875
1980-03-20,1.12375,1.215,0.37875
1980-03-21,1.04125,1.175,0.38
1980-03-22,0.96,1.05625,0.37125
1980-03-23,0.90625,0.96999997,0.09875
1980-03-24,0.89125,0.93375003,0.0775
1980-03-25,0.84625,0.90375,0.10625
1980-03-26,0.86625,0.9,0.2325
1980-03-27,0.8525,0.8825,0.2675
1980-03-28,0.92875,0.92375,0.27875
1980-03-29,0.91375005,0.93,0.27125
1980-03-30,0.8925,0.895,0.2875
1980-03-31,0.855,0.8725,0.29
1980-04-01,0.82375,0.835,0.36
1980-04-02,0.84625,0.8475,0.37875
1980-04-03,0.885,0.92,0.37125
1980-04-04,0.91625,1.09625,0.36125
1980-04-05,0.94624996,1.19,0.35125
1980-04-06,1.04625,1.22625,0.16625
1980-04-07,1.26125,1.39625,0.06125
1980-04-08,1.24625,1.46375,0.05875
1980-04-09,1.3625,1.39125,0.0775
1980-04-10,1.4325,1.40625,0.08875
1980-04-11,1.4575,1.52375,0.1075
1980-04-12,1.52125,1.6800001,0.11875
1980-04-13,1.90625,1.9625,0.26
1980-04-14,2.205,2.07,0.2975
1980-04-15,2.2137501,2.3425002,0.3175
1980-04-16,2.455,2.44125,0.32
1980-04-17,2.3937502,2.3799999,0.32
1980-04-18,2.31875,2.3,0.285
1980-04-19,2.31875,2.24625,0.25375
1980-04-20,2.18,2.065,0.215
1980-04-21,2.02,1.85625,0.14
1980-04-22,1.86,1.57625,0.06
1980-04-23,1.3675,1.3475001,0.05875
1980-04-24,1.23,1.27625,0.06875
1980-04-25,1.4300001,1.2,0.0875
1980-04-26,1.2675,1.1375,0.1075
1980-04-27,1.14375,1.165,0.1275
1980-04-28,1.0687499,1.0737499,0.13875
1980-04-29,1.0425,0.99875,0.1575
1980-04-30,0.99625003,0.87625,0.18625
1980-05-01,0.89375,0.97375,0.11125
1980-05-02,0.8975,0.96375,0.1175
1980-05-03,0.89125,0.93375003,0.18125
1980-05-04,0.89874995,0.95624995,0.21625
1980-05-05,0.9175,0.96,0.22875
1980-05-06,0.9375,0.9425,0.23
1980-05-07,0.94,0.9575,0.23875
1980-05-08,0.94875,1.00375,0.26625
1980-05-09,0.94124997,0.975,0.27
1980-05-10,0.94875,0.9525,0.26125
1980-05-11,0.95,0.9325,0.21625
1980-05-12,0.94124997,0.9125,0.1925
1980-05-13,0.93125,0.91,0.1725
1980-05-14,0.93,0.88375,0.12625
1980-05-15,0.92125,0.87125003,0.12875
1980-05-16,0.92,0.835,0.13875
1980-05-17,0.89375,0.83,0.14
1980-05-18,0.8725,0.8825,0.1575
1980-05-19,0.86125004,0.88125,0.1775
1980-05-20,0.85125005,0.81875,0.18875
1980-05-21,0.90250003,0.81,0.19
1980-05-22,0.98,0.78375,0.19
1980-05-23,0.99875,0.84125,0.19
1980-05-24,0.92125005,0.84125,0.19
1980-05-25,0.84,0.77875,0.19
1980-05-26,0.83,0.77874994,0.19
1980-05-27,0.83875,0.77125,0.19
1980-05-28,0.83124995,0.74375,0.19
1980-05-29,0.7775,0.74,0.19
1980-05-30,0.7875,0.74,0.19
1980-05-31,0.79875004,0.74,0.19
1980-06-01,0.8175,0.74875,0.19
1980-06-02,0.8025,0.74125004,0.19
1980-06-03,0.8,0.7575,0.19
1980-06-04,0.8175,0.7775,0.19
1980-06-05,0.84625,0.78875,0.1725
1980-06-06,1.0074999,0.825,0.17875
1980-06-07,0.86375,0.87375,0.18875
1980-06-08,0.84,0.81875,0.19
1980-06-09,0.84875,0.74875003,0.19
1980-06-10,0.85875,0.73125005,0.19
1980-06-11,0.86,0.72125006,0.19
1980-06-12,0.86875,0.72,0.19
1980-06-13,0.87,0.72875,0.19
1980-06-14,0.87874997,0.765,0.19
1980-06-15,0.88,0.7525,0.19
1980-06-16,0.88,0.715,0.19
1980-06-17,0.88,0.70124996,0.1725
1980-06-18,0.88,0.7,0.17
1980-06-19,0.88874996,0.7525,0.16125
1980-06-20,0.89,0.75125,0.16
1980-06-21,0.82875,0.70625,0.16
1980-06-22,0.8025,0.70875,0.16
1980-06-23,0.79125,0.71875,0.16
1980-06-24,0.79,0.72,0.16875
1980-06-25,0.79875004,0.72,0.17875
1980-06-26,0.79125,0.7375,0.18875
1980-06-27,0.78125,0.74875,0.2075
1980-06-28,0.78,0.79375,0.21
1980-06-29,0.78875,0.82624996,0.20125
1980-06-30,0.79,0.83875,0.19125
1980-07-01,0.83375,0.805,
1980-07-02,0.84875,0.80875003,
1980-07-03,0.8675,0.83624995,
1980-07-04,0.87,0.81375,
1980-07-05,0.87874997,0.7925,
1980-07-06,0.87125003,0.79,
1980-07-07,0.87874997,0.79875004,
1980-07-08,0.87125003,0.79125,0.69
1980-07-09,0.835,0.74625003,0.68125
1980-07-10,0.8125,0.7225,0.68
1980-07-11,0.8275,0.72,0.67125
1980-07-12,0.78625,0.7025,0.67
1980-07-13,0.77125,0.67375004,0.66125
1980-07-14,0.84875,0.73125,0.66
1980-07-15,0.825,0.73125005,0.66
1980-07-16,0.8025,0.70375,0.65125
1980-07-17,0.77375,0.6825,0.64125
1980-07-18,0.79625,0.68875,0.63125
1980-07-19,0.77375,0.69,0.63
1980-07-20,0.77,0.6725,0.62125
1980-07-21,0.81374997,0.705,0.62
1980-07-22,0.82875,0.7275,0.61125
1980-07-23,0.8475,0.73,0.61
1980-07-24,0.8325,0.73,0.61
1980-07-25,0.83,0.73,0.60125
1980-07-26,0.82124996,0.7125,0.6
1980-07-27,0.82,0.70124996,0.59125
1980-07-28,0.82,0.7,0.58125
1980-07-29,0.8025,0.7,0.58
1980-07-30,0.80875003,0.69124997,0.58
1980-07-31,0.80125,0.68125,0.58
1980-08-01,0.8175,0.6975,0.57125
1980-08-02,0.81125,0.7,0.57
1980-08-03,0.76625,0.67375004,0.56125
1980-08-04,0.7425,0.6525,0.56
1980-08-05,0.73125005,0.62375,0.55125
1980-08-06,0.7825,0.65500003,0.55
1980-08-07,0.7725,0.66875005,0.54125
1980-08-08,0.76125,0.6525,0.54
1980-08-09,0.75125,0.65,0.54
1980-08-10,0.7675,0.65875,0.53125
1980-08-11,0.76125,0.65125,0.53
1980-08-12,0.7775,0.65875,0.53
1980-08-13,0.68375003,0.6775,0.53
1980-08-14,0.66125,0.68875,0.53
1980-08-15,0.73875,0.655,0.53
1980-08-16,0.75874996,0.65,0.53
1980-08-17,0.76,0.65,0.53
1980-08-18,0.76,0.65,0.52125
1980-08-19,0.75125,0.64125,0.52
1980-08-20,0.75874996,0.64,0.52
1980-08-21,0.76,0.64,0.51125
1980-08-22,0.76,0.64,0.50125
1980-08-23,0.76,0.64,0.5
1980-08-24,0.78625,0.6575,0.49125
1980-08-25,0.76375,0.66,0.49
1980-08-26,0.7425,0.625,0.48125
1980-08-27,0.74875,0.62,0.48
1980-08-28,0.75874996,0.62874997,0.47125
1980-08-29,0.78625,0.6475,0.47
1980-08-30,0.79,0.6325,0.46125
1980-08-31,0.7725,0.63874996,0.46
1980-09-01,0.74375,0.64874995,0.46
1980-09-02,0.7225,0.60625005,0.46
1980-09-03,0.69375,0.5825,0.46
1980-09-04,0.73375,0.58875,0.45125
1980-09-05,0.76625,0.625,0.45
1980-09-06,0.76125,0.63,0.45
1980-09-07,0.76874995,0.63,0.45
1980-09-08,0.76125,0.63,0.44125
1980-09-09,0.71625,0.6125,0.44
1980-09-10,0.71,0.58375,0.44
1980-09-11,0.73625,0.58875,0.44
1980-09-12,0.80125,0.66,0.44
1980-09-13,0.7575,0.64375,0.44
1980-09-14,0.6975,0.61375,0.43125
1980-09-15,0.69,0.58375,0.43
1980-09-16,0.66375005,0.5625,0.42125
1980-09-17,0.6775,0.5425,0.42
1980-09-18,0.72375,0.54,0.42
1980-09-19,0.7125,0.575,0.42875
1980-09-20,0.66625,0.545,0.4475
1980-09-21,0.65125,0.54875004,0.485
1980-09-22,0.65875,0.55875003,0.49875
1980-09-23,0.63375,0.55125,0.50875
1980-09-24,0.71750003,0.6025,0.4925
1980-09-25,0.7475,0.645,0.46375
1980-09-26,0.82,0.6325,0.48625
1980-09-27,0.85625,0.74375,0.4725
1980-09-28,0.7725,0.6725,0.4525
1980-09-29,0.80375,0.66,0.44125
1980-09-30,0.76625,0.65125,0.44
1980-10-01,0.76874995,0.64125,0.44875
1980-10-02,0.77874994,0.64874995,0.45875
1980-10-03,0.77125,0.64125,0.46
1980-10-04,0.805,0.6575,0.4425
1980-10-05,0.81875,0.66875005,0.43125
1980-10-06,0.81125,0.66125,0.4125
1980-10-07,0.7925,0.65125,0.40125
1980-10-08,0.79,0.65,0.4
1980-10-09,0.79,0.64125,0.4
1980-10-10,0.79,0.63125,0.3825
1980-10-11,0.79,0.63874996,0.38
1980-10-12,0.79875004,0.64,0.37125
1980-10-13,0.8175,0.6575,0.44875
1980-10-14,0.8375,0.68625,0.59125
1980-10-15,0.86625,0.73375,0.5575
1980-10-16,0.8875,0.74875,0.55
1980-10-17,0.8725,0.74125004,0.55
1980-10-18,0.8875,0.74875,0.52375
1980-10-19,0.8725,0.7325,0.485
1980-10-20,0.86125004,0.7125,0.445
1980-10-21,0.83375,0.70124996,0.405
1980-10-22,0.78625,0.67375004,0.39125
1980-10-23,0.78875,0.62625,0.38125
1980-10-24,0.81624997,0.65500003,0.37125
1980-10-25,0.77625,0.625,0.36125
1980-10-26,0.81374997,0.6375,0.36
1980-10-27,0.77625,0.63125,0.35125
1980-10-28,0.7875,0.63874996,0.34125
1980-10-29,0.81624997,0.64874995,0.34
1980-10-30,0.81125,0.65,0.33125
1980-10-31,0.775,0.615,0.32125
1980-11-01,0.77,0.61,0.3375
1980-11-02,0.7875,0.61,0.375
1980-11-03,0.79,0.645,0.37125
1980-11-04,0.79,0.64125,0.34375
1980-11-05,0.79,0.64,0.3575
1980-11-06,0.8075,0.64874995,0.36875
1980-11-07,0.81875,0.65875,0.37875
1980-11-08,0.84625,0.68625,0.38875
1980-11-09,0.85,0.69,0.4075
1980-11-10,0.85875,0.7075,0.73375
1980-11-11,0.9125,0.78875,0.955
1980-11-12,1.0337499,0.94,1.155
1980-11-13,1.1725,1.1,1.8625
1980-11-14,1.505,1.4350001,1.5575
1980-11-15,1.54125,1.5325,1.15875
1980-11-16,1.32125,1.3475001,0.89125
1980-11-17,1.1675,1.2062501,1.04375
1980-11-18,1.1324999,1.12875,0.99125
1980-11-19,1.06,1.02375,0.7525
1980-11-20,1.015,0.89625,0.685
1980-11-21,0.9925,0.8975,0.75
1980-11-22,1.0337499,0.9525,0.82125
1980-11-23,1.0225,0.96875,1.0575
1980-11-24,1.0725,1.0487499,1.405
1980-11-25,1.0712501,1.13875,1.58125
1980-11-26,1.0,1.08,1.46875
1980-11-27,0.98125005,1.035,1.135
1980-11-28,1.1025,1.1,1.2125
1980-11-29,1.26875,1.2062501,1.055
1980-11-30,1.2025001,1.2112501,0.9775
1980-12-01,1.0587499,1.0875001,1.13625
1980-12-02,1.0574999,1.02625,1.55375
1980-12-03,1.0074999,1.29125,1.645
1980-12-04,1.46375,1.4262501,1.405
1980-12-05,1.57375,1.48375,2.41125
1980-12-06,1.79875,1.735,2.3675
1980-12-07,1.87375,1.84,3.2675
1980-12-08,2.01125,2.03375,3.14625
1980-12-09,1.88125,1.94625,3.0225
1980-12-10,1.9475,1.93875,2.94
1980-12-11,2.0562499,2.01,2.4925
1980-12-12,2.20125,2.0549998,2.465
1980-12-13,2.6225,2.43625,2.365
1980-12-14,2.4875,2.455,3.1025
1980-12-15,2.34625,2.415,3.665
1980-12-16,2.1550002,2.27875,3.14375
1980-12-17,1.9549999,2.05875,2.3425
1980-12-18,1.86875,1.91625,2.31
1980-12-19,1.7725,1.8125,2.2675
1980-12-20,1.59375,1.6775,2.3125
1980-12-21,1.4475,1.5637499,2.22375
1980-12-22,1.35125,1.48,1.97375
1980-12-23,1.305,1.39125,1.65125
1980-12-24,1.2475,1.31,1.4875
1980-12-25,1.2225001,1.25625,1.365
1980-12-26,1.185,1.2062501,1.245
1980-12-27,1.18,1.1737499,1.18625
1980-12-28,1.25,1.1962501,1.13625
1980-12-29,1.295,1.22625,1.2175
1980-12-30,1.3262501,1.2475,1.3175
1980-12-31,1.3824999,1.32,1.5925
1981-01-01,1.5124999,1.39125,2.645
1981-01-02,2.755,2.4675,5.765
1981-01-03,3.14875,3.18,5.63875
1981-01-04,3.17125,3.30375,4.965
1981-01-05,2.9337502,3.1262498,4.50375
1981-01-06,2.4187498,2.6275,4.135
1981-01-07,2.1837502,2.175,3.6875
1981-01-08,1.8887501,2.0149999,3.56
1981-01-09,1.6575,1.8775,3.48
1981-01-10,1.525,1.755,3.18125
1981-01-11,1.58875,1.71375,3.035
1981-01-12,1.6175001,1.745,3.08125
1981-01-13,1.73375,1.785,3.11625
1981-01-14,2.1000001,2.07875,3.63625
1981-01-15,2.22,2.2775,4.095
1981-01-16,2.335,2.43125,4.12375
1981-01-17,2.3674998,2.47625,3.8225
1981-01-18,2.25625,2.3925002,3.45625
1981-01-19,2.02125,2.17875,3.235
1981-01-20,1.7887499,1.9662501,3.105
1981-01-21,1.6375,1.8087499,3.04625
1981-01-22,1.54125,1.7112501,3.11
1981-01-23,1.565,1.7,3.42625
1981-01-24,1.82375,1.8924999,3.785
1981-01-25,1.97375,2.0774999,3.8825
1981-01-26,1.9725001,2.1174998,3.82875
1981-01-27,2.03125,2.11125,4.10875
1981-01-28,2.22375,2.2937498,4.01875
1981-01-29,2.18875,2.3374999,3.65
1981-01-30,1.935,2.12125,3.32875
1981-01-31,1.73375,1.8975,3.2025
1981-02-01,1.59625,1.7475001,3.00625
1981-02-02,1.545,1.6775,2.83125
1981-02-03,1.5487499,1.6524999,2.69625
1981-02-04,1.41,1.57125,2.5225
1981-02-05,1.25,1.44625,2.40375
1981-02-06,1.13375,1.3249999,2.15375
1981-02-07,1.0762501,1.21375,1.9275
1981-02-08,1.0875001,1.13875,1.62875
1981-02-09,1.055,1.1125,1.52
1981-02-10,0.95375,1.03125,1.43125
1981-02-11,0.96625,0.99375,1.44625
1981-02-12,0.97,1.0074999,1.40625
1981-02-13,1.03125,1.03625,1.4
1981-02-14,1.1274999,1.0574999,1.4175
1981-02-15,1.07875,1.13,1.4725
1981-02-16,0.99125004,1.0699999,1.41875
1981-02-17,0.9275,0.99,1.34875
1981-02-18,0.87625,0.90999997,1.235
1981-02-19,0.8525,0.87375,1.1675
1981-02-20,0.8325,0.84375,1.13375
1981-02-21,0.8475,0.805,1.0775
1981-02-22,0.84125,0.82624996,1.02625
1981-02-23,0.77,0.7775,0.985
1981-02-24,0.73375,0.735,0.97125
1981-02-25,0.75625,0.73,0.9525
1981-02-26,0.76,0.73,0.9325
1981-02-27,0.76,0.72125006,0.92125
1981-02-28,0.75125,0.71125,0.91125
1981-03-01,0.7325,0.70124996,0.88375
1981-03-02,0.7475,0.7,0.87125
1981-03-03,0.7325,0.7,0.86125
1981-03-04,0.7125,0.6825,0.8425
1981-03-05,0.7275,0.68875,0.84
1981-03-06,0.75625,0.69,0.8225
1981-03-07,0.8125,0.73375,0.81125
1981-03-08,0.75875,0.7225,0.9325
1981-03-09,0.785,0.7375,0.97625
1981-03-10,0.94750005,0.845,1.2425
1981-03-11,1.25,1.1312499,1.23625
1981-03-12,1.255,1.205,1.18625
1981-03-13,1.1625,1.1575,1.18
1981-03-14,1.07125,1.07125,1.18
1981-03-15,0.94625,0.98125005,1.0225
1981-03-16,0.88625,0.865,0.92125
1981-03-17,0.83625,0.80625004,0.84875
1981-03-18,0.76875,0.73875004,0.7875
1981-03-19,0.76,0.7125,0.82375
1981-03-20,0.83,0.7275,1.0575
1981-03-21,1.3299999,1.08,1.2475
1981-03-22,1.5662501,1.40125,1.45375
1981-03-23,1.70375,1.58875,1.83875
1981-03-24,1.5275,1.575,1.79375
1981-03-25,1.395,1.43,1.59625
1981-03-26,1.3187499,1.36625,2.06875
1981-03-27,1.4412501,1.5525,2.735
1981-03-28,1.7925,1.78125,3.16125
1981-03-29,2.365,2.3,3.20125
1981-03-30,2.46625,2.4575,3.34875
1981-03-31,2.5662498,2.54,3.3
1981-04-01,2.44875,2.52375,3.2025
1981-04-02,2.22,2.3274999,3.1725
1981-04-03,2.07625,2.16875,3.1525
1981-04-04,1.96375,2.07125,3.08875
1981-04-05,1.8625001,1.99875,2.9925
1981-04-06,1.71,1.87625,2.65625
1981-04-07,1.5325,1.7112501,2.39125
1981-04-08,1.34375,1.55,2.28125
1981-04-09,1.215,1.4075,2.12125
1981-04-10,1.15625,1.31125,2.16125
1981-04-11,1.08,1.2125001,1.91625
1981-04-12,1.0175,1.095,1.74
1981-04-13,0.94875,1.01875,1.62375
1981-04-14,0.9225,0.96625,1.435
1981-04-15,0.91125,0.93375003,1.24375
1981-04-16,0.86625004,0.90375,1.15
1981-04-17,0.86,0.87375,0.99125
1981-04-18,0.83375,0.84375,0.9525
1981-04-19,0.83875,0.8225,0.94125
1981-04-20,0.84875,0.82875,0.93125
1981-04-21,0.87625,0.83875,0.92125
1981-04-22,0.87125003,0.84875,0.92
1981-04-23,0.80875003,0.7975,0.91125
1981-04-24,0.8,0.7725,0.90125
1981-04-25,0.79125,0.77,0.89125
1981-04-26,0.755,0.7525,0.89
1981-04-27,0.7675,0.74125004,0.88125
1981-04-28,0.735,0.71375,0.8625
1981-04-29,0.7475,0.71,0.83375
1981-04-30,0.75874996,0.7275,0.8125
1981-05-01,0.76,0.72125006,0.85375
1981-05-02,0.7775,0.7375,0.9125
1981-05-03,0.78,0.74,0.9725
1981-05-04,0.80625,0.775,1.015
1981-05-05,0.8275,0.7975,0.9325
1981-05-06,0.865,0.80875003,0.9025
1981-05-07,0.86125004,0.8275,0.87375
1981-05-08,0.78125,0.76,0.86125
1981-05-09,0.76125,0.7325,0.8425
1981-05-10,0.76,0.7125,0.8225
1981-05-11,0.75125,0.70124996,0.74125
1981-05-12,0.72375,0.6825,0.72125
1981-05-13,0.72875,0.67125,0.7025
1981-05-14,0.72125006,0.67,0.69125
1981-05-15,0.72,0.67,0.69
1981-05-16,0.7025,0.66125,0.69
1981-05-17,0.7,0.65125,0.66375
1981-05-18,0.70875,0.65875,0.66
1981-05-19,0.6925,0.65125,0.65125
1981-05-20,0.69,0.64125,0.67625
1981-05-21,0.7075,0.64,0.68
1981-05-22,0.71,0.64874995,0.68
1981-05-23,0.745,0.6675,0.68
1981-05-24,0.7325,0.66125,0.67125
1981-05-25,0.72125006,0.65125,0.66125
1981-05-26,0.69375,0.65,0.66
1981-05-27,0.69,0.62375,0.6425
1981-05-28,0.69,0.62874997,0.64
1981-05-29,0.68125,0.62125003,0.6925
1981-05-30,0.68875,0.62,0.69125
1981-05-31,0.69,0.6375,0.69
1981-06-01,0.69,0.64,0.68125
1981-06-02,0.6725,0.63125,0.67125
1981-06-03,0.6875,0.63874996,0.67
1981-06-04,0.69,0.63125,0.67
1981-06-05,0.68125,0.62125003,0.66125
1981-06-06,0.68,0.61125004,0.66
1981-06-07,0.68875,0.61875,0.65125
1981-06-08,0.78625,0.69874996,0.65
1981-06-09,0.87,0.8675,0.65
1981-06-10,0.81875,0.81125003,0.65
1981-06-11,0.775,0.765,0.64125
1981-06-12,0.76125,0.7425,0.64
1981-06-13,0.725,0.705,0.64
1981-06-14,0.72875,0.67375004,0.63125
1981-06-15,0.72125006,0.67,0.63
1981-06-16,0.7025,0.6525,0.63
1981-06-17,0.70875,0.64125,0.63
1981-06-18,0.71,0.64874995,0.63
1981-06-19,0.71,0.6325,0.62125
1981-06-20,0.68375003,0.60375,0.62
