Date,Station_ID,Basin_role,Area_km2,Observed_mm_day,Simulated_mm_day,Observed_m3s,Simulated_m3s
1986-11-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.30133057,6.0619674,4.8069897
1986-11-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.37,0.30093312,5.902442,4.8006496
1986-11-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.31201088,5.4238663,4.977368
1986-11-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.30438685,5.264341,4.8557453
1986-11-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.29935265,5.4238663,4.775437
1986-11-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.37,0.2978363,5.902442,4.7512474
1986-11-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.3096472,4.626238,4.9396615
1986-11-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.3124739,5.264341,4.984754
1986-11-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.30392158,4.307187,4.848323
1986-11-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.29597747,3.8286111,4.7215943
1986-12-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.30076158,3.5095606,4.797913
1986-12-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.29111528,3.5095606,4.64403
1986-12-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.25,0.29744017,3.9881365,4.744928
1986-12-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.30304992,3.19051,4.834418
1986-12-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.3013023,3.5095606,4.806539
1986-12-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.29359937,3.3500352,4.6836576
1986-12-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.2908405,3.19051,4.6396465
1986-12-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.28260195,3.19051,4.5082207
1986-12-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.28783774,3.5095606,4.591745
1986-12-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.18999994,0.2838086,3.0309827,4.5274696
1986-12-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.2799524,3.3500352,4.465954
1986-12-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.27525175,3.19051,4.390966
1986-12-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.27232158,3.5095606,4.3442225
1986-12-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.2662171,3.19051,4.246841
1986-12-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.27337062,3.19051,4.3609576
1986-12-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.27906585,3.3500352,4.451811
1986-12-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.30127227,3.8286111,4.80606
1986-12-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.30501187,4.94529,4.865716
1986-12-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.34884274,5.5833917,5.56493
1986-12-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.39999998,0.39178216,6.381018,6.249923
1986-12-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.41999996,0.40329325,6.7000685,6.433554
1986-12-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.47000003,0.39353776,7.4976974,6.2779293
1986-12-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.37704396,7.0191193,6.014811
1986-12-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.36962736,5.4238663,5.8964972
1986-12-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.3651675,4.94529,5.825351
1986-12-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.35481966,4.94529,5.660277
1986-12-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.36655164,4.785765,5.847432
1986-12-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.38432062,5.4238663,6.1308923
1986-12-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.42616665,6.0619674,6.7984433
1986-12-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.68999994,0.4910003,11.007256,7.832705
1986-12-31,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.71,0.5745041,11.326307,9.164803
1987-01-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.68999994,0.6497755,11.007256,10.365574
1987-01-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.68999994,0.6897124,11.007256,11.002669
1987-01-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.67,0.68286467,10.688206,10.89343
1987-01-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.68999994,0.66656077,11.007256,10.633342
1987-01-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.67,0.6582151,10.688206,10.500207
1987-01-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.7200001,0.68885636,11.485835,10.989013
1987-01-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.76,0.6722152,12.123935,10.723544
1987-01-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.58,0.65098876,9.252477,10.384928
1987-01-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.58,0.6439844,9.252477,10.2731905
1987-01-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.58,0.6289233,9.252477,10.0329275
1987-01-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.61688316,8.933427,9.8408575
1987-01-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.60319173,8.933427,9.622444
1987-01-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.57911444,8.933427,9.23835
1987-01-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5400001,0.567307,8.614376,9.049991
1987-01-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5400001,0.55543995,8.614376,8.860682
1987-01-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.47000003,0.5268575,7.4976974,8.404718
1987-01-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.47000003,0.52376056,7.4976974,8.355314
1987-01-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.44999993,0.50306916,7.1786447,8.025234
1987-01-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.44999993,0.50243425,7.1786447,8.015105
1987-01-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.498042,7.0191193,7.945038
1987-01-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.41999996,0.50069034,6.7000685,7.9872856
1987-01-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.40999997,0.4910848,6.5405436,7.834053
1987-01-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.39999998,0.5131124,6.381018,8.18545
1987-01-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.56021225,6.0619674,8.936811
1987-01-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.44999993,0.588379,7.1786447,9.386144
1987-01-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5400001,0.63971496,8.614376,10.205082
1987-01-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.76,0.6235797,12.123935,9.947683
1987-01-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.76,0.6300811,12.123935,10.051398
1987-01-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.78000003,0.62074894,12.4429865,9.902526
1987-01-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.81,0.6204933,12.921562,9.898448
1987-01-31,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.60999995,0.6376744,9.731052,10.17253
1987-02-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.51,0.62439454,8.135798,9.960683
1987-02-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.6270425,8.933427,10.002924
1987-02-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.58,0.62147474,9.252477,9.914104
1987-02-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.62000006,0.6408058,9.890579,10.222484
1987-02-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5899999,0.6525556,9.412001,10.409923
1987-02-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.7186433,8.933427,11.4641905
1987-02-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.9,0.8473696,14.357291,13.517703
1987-02-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,1.3,0.86297774,20.73831,13.766692
1987-02-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,1.51,0.8821318,24.088345,14.072248
1987-02-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,1.19,0.951878,18.98353,15.184878
1987-02-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.9,1.0101824,14.357291,16.11498
1987-02-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,1.0112268,13.71919,16.131641
1987-02-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.74,1.0051224,11.804884,16.034262
1987-02-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.71,1.0150902,11.326307,16.193274
1987-02-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.67,0.98826766,10.688206,15.765386
1987-02-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.58,0.9685696,9.252477,15.451151
1987-02-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5899999,0.9910958,9.412001,15.810501
1987-02-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.56000006,0.96473426,8.933427,15.389968
1987-02-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.51,0.91174686,8.135798,14.544683
1987-02-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.53,0.90539175,8.454849,14.443304
1987-02-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.51,0.8748127,8.135798,13.95549
1987-02-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.53,0.8441839,8.454849,13.466883
1987-02-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.8284936,7.6572223,13.216582
1987-02-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.41999996,0.78195137,6.7000685,12.474115
1987-02-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.7764642,5.5833917,12.386581
1987-02-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.75434315,5.4238663,12.033694
1987-02-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.74460536,5.5833917,11.878351
1987-02-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.72458774,5.264341,11.559019
1987-03-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.7023304,5.264341,11.2039585
1987-03-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.6701259,4.94529,10.690214
1987-03-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.65818423,4.94529,10.499714
1987-03-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.64259225,4.785765,10.250982
1987-03-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.62327504,4.785765,9.942823
1987-03-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.6076787,4.626238,9.694023
1987-03-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.5994813,4.307187,9.563252
1987-03-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26,0.5945109,4.1476617,9.483963
1987-03-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26,0.58461106,4.1476617,9.326035
1987-03-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.5660424,3.8286111,9.029818
1987-03-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.55174136,3.3500352,8.80168
1987-03-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.54490435,3.19051,8.692612
1987-03-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.534351,3.19051,8.524259
1987-03-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.5289246,3.19051,8.437694
1987-03-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.18999994,0.52356756,3.0309827,8.352236
1987-03-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.17999995,0.5310918,2.8714576,8.472266
1987-03-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.53276956,3.3500352,8.499031
1987-03-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.5526835,3.8286111,8.816709
1987-03-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.6442919,7.0191193,10.278096
1987-03-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.6261398,10.528681,9.988524
1987-03-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,0.6147171,13.71919,9.806303
1987-03-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.88,0.60460794,14.03824,9.645036
1987-03-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.85,0.6324482,13.559665,10.089159
1987-03-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.97,0.6981125,15.47397,11.136672
1987-03-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.92,0.75160944,14.676343,11.990085
1987-03-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,0.8734584,13.71919,13.933886
1987-03-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.78999996,0.95944035,12.60251,15.305516
1987-03-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.78999996,1.030457,12.60251,16.438414
1987-03-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.83,0.9936223,13.240613,15.850805
1987-03-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,0.95597696,13.71919,15.250267
1987-03-31,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,0.9085449,13.71919,14.493605
1987-04-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.7200001,0.8565267,11.485835,13.663781
1987-04-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.71,0.8119084,11.326307,12.952006
1987-04-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.67,0.80522436,10.688206,12.845379
1987-04-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.7635078,10.528681,12.1798935
1987-04-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.64,0.7312418,10.209629,11.665169
1987-04-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.62000006,0.7462197,9.890579,11.904104
1987-04-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.60999995,0.75489664,9.731052,12.042523
1987-04-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.7195014,10.528681,11.477879
1987-04-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.64,0.70497805,10.209629,11.246195
1987-04-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.7651901,10.528681,12.206731
1987-04-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.78999996,0.9120016,12.60251,14.548748
1987-04-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.99,0.9280703,15.793021,14.805084
1987-04-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,1.03,0.86882704,16.431122,13.860003
1987-04-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.99,0.85182375,15.793021,13.5887575
1987-04-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.78000003,0.77492595,12.4429865,12.362041
1987-04-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.81,0.7084449,12.921562,11.301499
1987-04-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.7200001,0.6506523,11.485835,10.37956
1987-04-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.62119246,10.528681,9.909601
1987-04-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.64,0.606151,10.209629,9.669652
1987-04-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.64,0.62580925,10.209629,9.983251
1987-04-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.67,0.6686992,10.688206,10.667455
1987-04-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.6438789,10.528681,10.271507
1987-04-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.61171514,10.528681,9.758414
1987-04-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.66,0.57352847,10.528681,9.14924
1987-04-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.62000006,0.5505146,9.890579,8.782109
1987-04-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5899999,0.52551794,9.412001,8.383349
1987-04-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.57,0.5064074,9.092951,8.078487
1987-04-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5400001,0.48327994,8.614376,7.7095456
1987-04-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.46583343,7.6572223,7.431229
1987-04-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5,0.45472324,7.976273,7.2539935
1987-05-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.45823467,7.6572223,7.3100095
1987-05-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.47000003,0.50849724,7.4976974,8.111826
1987-05-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.44999993,0.58149904,7.1786447,9.27639
1987-05-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.68428093,7.0191193,10.916023
1987-05-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5,0.7225425,7.976273,11.526393
1987-05-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.66808885,7.6572223,10.657719
1987-05-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5,0.60860693,7.976273,9.70883
1987-05-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.57648337,7.6572223,9.196378
1987-05-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.47000003,0.5321052,7.4976974,8.488433
1987-05-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.5176965,7.0191193,8.258577
1987-05-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.40999997,0.5142586,6.5405436,8.203734
1987-05-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.44999993,0.55778015,7.1786447,8.898013
1987-05-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.48000002,0.5824867,7.6572223,9.292146
1987-05-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.43999994,0.54383445,7.0191193,8.675544
1987-05-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.41999996,0.51521075,6.7000685,8.218924
1987-05-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.41999996,0.4879806,6.7000685,7.784533
1987-05-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.39999998,0.47855163,6.381018,7.6341166
1987-05-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.37,0.44987905,5.902442,7.1767163
1987-05-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.43058002,5.5833917,6.868848
1987-05-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.37,0.4194671,5.902442,6.691568
1987-05-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.41460824,5.5833917,6.614057
1987-05-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.40641713,5.4238663,6.483388
1987-05-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.36530638,5.4238663,5.8275666
1987-05-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.37,0.36146414,5.902442,5.7662735
1987-05-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.3412615,6.0619674,5.4439898
1987-05-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.34000003,0.32918453,5.4238663,5.2513313
1987-05-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.32688093,4.626238,5.214583
1987-05-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.33290327,3.3500352,5.3106546
1987-05-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.31118155,4.307187,4.964138
1987-05-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.3062911,4.307187,4.886123
1987-05-31,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.2917019,4.785765,4.653388
1987-06-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.28484535,4.626238,4.5440087
1987-06-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.31509352,4.307187,5.026544
1987-06-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.34071255,4.307187,5.4352326
1987-06-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.32712984,4.626238,5.218554
1987-06-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26,0.339442,4.1476617,5.414964
1987-06-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.25,0.34434187,3.9881365,5.4931297
1987-06-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26,0.31375885,4.1476617,5.0052524
1987-06-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.30016112,4.307187,4.7883344
1987-06-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.25,0.28837454,3.9881365,4.6003084
1987-06-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.28225613,3.8286111,4.5027037
1987-06-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.24000001,0.275221,3.8286111,4.3904757
1987-06-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.27381945,3.3500352,4.3681173
1987-06-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.26728535,3.3500352,4.2638817
1987-06-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.26383138,3.3500352,4.208782
1987-06-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.30489445,3.3500352,4.863843
1987-06-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.34799635,4.626238,5.551428
1987-06-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.32951057,5.264341,5.2565327
1987-06-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.35353422,5.5833917,5.639771
1987-06-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.39999998,0.36667526,6.381018,5.849404
1987-06-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.33840072,6.0619674,5.398353
1987-06-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.38,0.32304168,6.0619674,5.1533375
1987-06-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.35000002,0.30696225,5.5833917,4.8968296
1987-06-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.29712367,5.264341,4.739879
1987-06-24,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.31879032,4.626238,5.0855174
1987-06-25,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.3056345,5.264341,4.8756485
1987-06-26,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.28086388,5.264341,4.480494
1987-06-27,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.27384377,4.94529,4.3685055
1987-06-28,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.28999996,0.26683557,4.626238,4.2567067
1987-06-29,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.27356517,4.307187,4.364061
1987-06-30,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26,0.2798468,4.1476617,4.4642687
1987-07-01,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.3075583,4.307187,4.9063377
1987-07-02,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.25,0.29150248,3.9881365,4.6502066
1987-07-03,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.22000003,0.2773571,3.5095606,4.424552
1987-07-04,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.21000004,0.27041066,3.3500352,4.3137383
1987-07-05,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.18999994,0.25905466,3.0309827,4.132581
1987-07-06,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.16999996,0.2429918,2.7119322,3.876338
1987-07-07,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.17999995,0.23072028,2.8714576,3.6805758
1987-07-08,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.16999996,0.23352742,2.7119322,3.725357
1987-07-09,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.22780979,3.19051,3.6341462
1987-07-10,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.20000005,0.23341334,3.19051,3.723537
1987-07-11,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.26999998,0.22824311,4.307187,3.6410587
1987-07-12,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.26107383,4.785765,4.164792
1987-07-13,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.27342534,5.264341,4.36183
1987-07-14,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.31000006,0.25808847,4.94529,4.1171684
1987-07-15,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.40999997,0.25281298,6.5405436,4.033011
1987-07-16,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.33000004,0.24895763,5.264341,3.971508
1987-07-17,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.30000007,0.27481425,4.785765,4.383987
1987-07-18,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.5,0.31530404,7.976273,5.0299025
1987-07-19,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.60999995,0.45119715,9.731052,7.1977434
1987-07-20,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.86,0.558887,13.71919,8.91567
1987-07-21,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.92,0.6469288,14.676343,10.320161
1987-07-22,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.92,0.67788213,14.676343,10.813946
1987-07-23,GRDC_6341500,Snow/lake unregulated baseline,1378.3,0.92,0.67938143,14.676343,10.837864
