station_id,longitude,latitude,river_name,catchment_name,catchment_area_km2,series_type
GRDC_4120321,-108.5726,46.428,Musselshell,Mississippi,10374.968,obs
GRDC_4120902,-110.2577,48.005,Missouri,Mississippi,87509.984,obs
GRDC_4120956,-108.179,43.425,Wind,Mississippi,19970.414,obs
GRDC_4121146,-102.566,44.3697,Belle Fourche,Mississippi,18298.064,obs
GRDC_4121420,-100.8182,45.6578,Grand,Mississippi,13839.529,obs
GRDC_4122133,-104.8683,39.9219,South Platte,Mississippi,12362.726,obs
GRDC_4122151,-107.0575,41.8722,North Platte,Mississippi,10851.913,obs
GRDC_4122201,-96.5714,39.2372,Big Blue,Mississippi,24744.22,obs
GRDC_4122222,-97.1203,38.9067,Smoky Hill,Mississippi,49553.477,obs
GRDC_4122240,-97.4764,38.9689,Solomon,Mississippi,17538.703,obs
GRDC_4122300,-92.6074,38.1914,Osage,Mississippi,36198.67,obs
GRDC_4122630,-97.7239,41.4181,Loup,Mississippi,35978.38,obs
GRDC_4122635,-98.4492,41.2633,North Loup,Mississippi,11247.132,obs
GRDC_4122637,-98.4465,41.2036,Middle Loup,Mississippi,19785.691,obs
GRDC_4122700,-94.9647,38.9833,Kansas,Mississippi,154267.58,obs
GRDC_4122701,-96.3047,39.1978,Kansas,Mississippi,142469.42,obs
GRDC_4122900,-91.4393,38.71,Missouri,Mississippi,1322654.1,obs
GRDC_4123050,-88.7409,37.1476,Ohio,Mississippi,525044.5,obs
GRDC_4123061,-86.5581,34.5717,Tennessee,Mississippi,66199.22,obs
GRDC_4123062,-88.2573,35.2248,Tennessee,Mississippi,85801.82,obs
GRDC_4123063,-85.2786,35.0867,Tennessee,Mississippi,55308.598,obs
GRDC_4123080,-88.2231,37.0217,Cumberland,Mississippi,45568.7,obs
GRDC_4123081,-86.6578,36.2964,Cumberland,Mississippi,30199.28,obs
GRDC_4123130,-87.7528,38.402,Wabash,Mississippi,74125.92,obs
GRDC_4123131,-86.897,40.422,Wabash,Mississippi,18889.3,obs
GRDC_4123201,-87.0114,38.9275,White Trib. Ohio,Mississippi,12017.47,obs
GRDC_4123202,-87.2895,38.5109,White Trib. Ohio,Mississippi,28688.178,obs
GRDC_4123207,-86.7922,38.6673,White Trib. Ohio,Mississippi,12916.667,obs
GRDC_4123260,-82.8638,39.2123,Scioto River,Mississippi,13432.711,obs
GRDC_4123268,-81.2143,38.1382,Kanawha,Mississippi,21252.467,obs
GRDC_4123300,-85.7991,38.2803,Ohio,Mississippi,235770.53,obs
GRDC_4123301,-80.7084,40.1051,Ohio,Mississippi,63594.684,obs
GRDC_4123352,-79.7184,40.6153,Allegheny,Mississippi,29428.586,obs
GRDC_4123400,-81.8499,39.6451,Muskingum,Mississippi,18992.697,obs
GRDC_4125026,-95.11,37.3401,Neosho,Mississippi,12642.231,obs
GRDC_4125027,-94.9575,36.9287,Neosho,Mississippi,15319.386,obs
GRDC_4125028,-95.1827,36.2295,Neosho,Mississippi,29888.646,obs
GRDC_4125050,-95.698,36.3073,Verdigris,Mississippi,16787.857,obs
GRDC_4125061,-96.9123,35.9859,Cimarron,Mississippi,42188.434,obs
GRDC_4125500,-96.0064,36.1406,Arkansas,Mississippi,187153.2,obs
GRDC_4125550,-95.2394,35.264,Canadian,Mississippi,122427.016,obs
GRDC_4125803,-104.718,38.2717,Arkansas,Mississippi,11921.423,obs
GRDC_4125804,-92.359,34.7909,Arkansas,Mississippi,402313.4,obs
GRDC_4125900,-91.446,34.7904,White Trib. Mississippi,Mississippi,60811.113,obs
GRDC_4125901,-91.2887,35.6051,White Trib. Mississippi,Mississippi,51461.645,obs
GRDC_4125902,-91.6412,35.7598,White Trib. Mississippi,Mississippi,28655.88,obs
GRDC_4125903,-93.2952,36.5976,White Trib. Mississippi,Mississippi,10343.536,obs
GRDC_4126701,-92.8182,33.5965,Ouachita,Mississippi,13904.088,obs
GRDC_4126803,-98.5317,34.1101,Red,Mississippi,52759.273,obs
GRDC_4126810,-99.0967,34.6345,North Fork Red,Mississippi,11760.76,obs
GRDC_4127200,-89.8793,38.3292,Kaskaskia,Mississippi,13387.899,obs
GRDC_4127310,-90.2108,33.6514,Tallahatchie,Mississippi,14006.961,obs
GRDC_4127502,-89.8362,37.9028,Mississippi,Mississippi,1802875.6,obs
GRDC_4127800,-90.9058,32.315,Mississippi,Mississippi,2914997,obs
GRDC_4127930,-91.6237,31.0085,Mississippi,Mississippi,2934842.2,obs
GRDC_4133200,-88.1973,44.3175,Fox,St.Lawrence,15655.068,obs
GRDC_4133400,-87.6634,45.3258,Menominee,St.Lawrence,10088.461,obs
GRDC_4134400,-83.963,43.4128,Saginaw,St.Lawrence,14877.696,obs
GRDC_4136400,-76.5052,43.4517,Oswego,St.Lawrence,13259.961,obs
GRDC_4146110,-124.0004,41.5143,Klamath,Klamath,31104.434,obs
GRDC_4146111,-123.2323,41.8537,Klamath,Klamath,17644.695,obs
GRDC_4146112,-121.9622,42.1332,Klamath,Klamath,9880.354,obs
GRDC_4146281,-121.5983,38.7743,Sacramento,Sacramento,57280.59,obs
GRDC_4146360,-121.2663,37.676,San Joaquin,San Joaquin,41952.45,obs
GRDC_4146400,-121.6724,36.6311,Salinas,Salinas,10860.464,obs
GRDC_4146670,-124.0595,42.5804,Rogue,Rogue,10162.324,obs
GRDC_4147010,-68.6486,45.2367,Penobscot,Penobscot,17318.84,obs
GRDC_4147051,-69.6853,44.4726,Kennebec,Coastal,13988.558,obs
GRDC_4147380,-71.2984,42.6459,Merrimack,Merrimack,12057.479,obs
GRDC_4147460,-72.6054,41.9873,Connecticut,Connecticut,24969.65,obs
GRDC_4147461,-72.5745,42.5787,Connecticut,Connecticut,20282.76,obs
GRDC_4147462,-72.3123,43.6462,Connecticut,Connecticut,10530.367,obs
GRDC_4147703,-76.175,39.6573,Susquehanna,Susquehanna,69926.14,obs
GRDC_4147704,-75.8808,41.2509,Susquehanna,Susquehanna,25719.996,obs
GRDC_4147725,-76.8764,40.9676,Susquehanna,Susquehanna,17652.441,obs
GRDC_4148090,-77.6345,36.4605,Roanoke,Roanoke,22023.822,obs
GRDC_4148231,-78.8239,34.8349,Cape Fear,Cape Fear,12600.233,obs
GRDC_4148530,-81.0498,33.9932,Congaree,Santee,20309.193,obs
GRDC_4148650,-81.2687,32.5282,Savannah,Savannah,25659.41,obs
GRDC_4149120,-89.8209,30.7932,Pearl,Pearl,16931.69,obs
GRDC_4149411,-88.4242,33.4903,Tombigbee,Mobile River,11661.752,obs
GRDC_4149441,-85.2566,34.2004,Coosa,Mobile River,10484.376,obs
GRDC_4149631,-85.0313,30.4252,Apalachicola,Apalachicola,45616.188,obs
GRDC_4149680,-84.5799,30.9116,Flint,Apalachicola,19565.113,obs
GRDC_4150280,-97.8603,28.0383,Nueces,Nueces,42914.297,obs
GRDC_4150281,-98.1781,28.4275,Nueces,Nueces,40085.07,obs
GRDC_4150282,-98.5572,28.3089,Nueces,Nueces,21110.432,obs
GRDC_4150283,-97.6253,27.8831,Nueces,Nueces,43445.477,obs
GRDC_4150310,-97.013,28.793,Guadalupe,San Antonio,13528.302,obs
GRDC_4150330,-97.3847,28.6497,San Antonio,San Antonio,10161.416,obs
GRDC_4150460,-98.6698,30.7513,Llano,Colorado Caribbean Sea,10895.625,obs
GRDC_4150500,-95.7577,29.5825,Brazos,Brazos,107283.73,obs
GRDC_4150505,-99.2245,32.9346,Clear Fork Brazos,Brazos,10325.588,obs
GRDC_4150700,-93.7438,30.3038,Sabine,Sabine,24219.14,obs
GRDC_4152300,-110.9215,33.6195,Salt,Colorado Pacific Ocean,11072.614,obs
GRDC_4152460,-109.2934,38.8105,Colorado,Colorado Pacific Ocean,62064.113,obs
GRDC_4152550,-110.1512,38.9861,Green,Colorado Pacific Ocean,105600.57,obs
GRDC_4152551,-109.2354,40.4094,Green,Colorado Pacific Ocean,65915.26,obs
GRDC_4152553,-110.1632,42.1927,Green,Colorado Pacific Ocean,9866.285,obs
GRDC_4152590,-109.1787,39.9789,White,Colorado Pacific Ocean,10087.762,obs
GRDC_4152601,-109.034,37.0056,San Juan,Colorado Pacific Ocean,37695.977,obs
GRDC_4152602,-108.2256,36.7228,San Juan,Colorado Pacific Ocean,18682.6,obs
GRDC_4152610,-109.7835,40.2155,Duchesne,Colorado Pacific Ocean,9735.467,obs
GRDC_4152650,-108.0784,38.753,Gunnison,Colorado Pacific Ocean,14617.073,obs
GRDC_4152651,-107.6489,38.5292,Gunnison,Colorado Pacific Ocean,10298.368,obs
GRDC_4152660,-109.1951,38.7972,Dolores,Colorado Pacific Ocean,11869.566,obs
GRDC_4152701,-108.5251,40.4516,Yampa,Colorado Pacific Ocean,20527.71,obs
GRDC_4203051,-137.7836,67.4403,Porcupine,Yukon,34801.94,obs
GRDC_4203160,-135.135,63.4881,Stewart,Yukon,29597.7,obs
GRDC_4203320,-139.8597,62.0822,Donjek,Yukon,14183.358,obs
GRDC_4203400,-136.2717,62.0958,Yukon,Yukon,81701.6,obs
GRDC_4203530,-135.51,62.8933,Macmillan,Yukon,11833.074,obs
GRDC_4203820,-140.6111,64.3972,Fortymile,Yukon,16476.686,obs
GRDC_4203900,-135.1883,61.4344,Yukon,Yukon,31475.883,obs
GRDC_4203901,-135.0431,60.7139,Yukon,Yukon,20023.79,obs
GRDC_4204050,-131.75,57.4861,Stikine,Stikine,35708.598,obs
GRDC_4205120,-136.99158,61.18522,Aishihik,Alsek,2822.8538,obs
GRDC_4207160,-124.0078,54.0261,Nechako,Fraser,25153.941,obs
GRDC_4207180,-123.2336,53.9603,Nechako,Fraser,42555.344,obs
GRDC_4207310,-122.4422,52.53,Fraser,Fraser,113763.99,obs
GRDC_4207900,-121.4514,49.3806,Fraser,Fraser,215706.31,obs
GRDC_4208005,-121.3569,61.8686,Mackenzie,Mackenzie,1315335.6,obs
GRDC_4208025,-133.7447,67.4583,Mackenzie,Mackenzie,1688868.9,obs
GRDC_4208120,-128.5575,65.2289,Mountain,Mackenzie,10954.976,obs
GRDC_4208150,-126.8442,65.2739,Mackenzie,Mackenzie,1601781.9,obs
GRDC_4208220,-124.0697,61.2633,South Nahanni,Mackenzie,33663.23,obs
GRDC_4208252,-128.5972,59.8583,Dease,Mackenzie,14449.243,obs
GRDC_4208255,-127.3103,59.6153,Kechika,Mackenzie,22737.908,obs
GRDC_4208256,-127.5339,59.0983,Kechika,Mackenzie,11215.036,obs
GRDC_4208272,-124.4764,59.7425,Liard,Mackenzie,117067.26,obs
GRDC_4208274,-127.2275,59.7011,Liard,Mackenzie,60569.27,obs
GRDC_4208365,-122.6375,58.6708,Fort Nelson,Mackenzie,22553.45,obs
GRDC_4208400,-111.5833,59.8722,Slave,Mackenzie,599089.75,obs
GRDC_4208420,-111.9469,60.6497,Taltson,Mackenzie,61180.457,obs
GRDC_4208450,-112.4264,59.1139,Peace,Mackenzie,297410.03,obs
GRDC_4208452,-116.03,58.38,Peace,Mackenzie,225756.88,obs
GRDC_4208455,-118.6053,55.9192,Peace,Mackenzie,134553.4,obs
GRDC_4208456,-120.05,56.12,Peace,Mackenzie,120734.07,obs
GRDC_4208457,-120.6703,56.1358,Peace,Mackenzie,100283.86,obs
GRDC_4208458,-120.8117,56.1994,Peace,Mackenzie,86780.25,obs
GRDC_4208470,-114.9031,60.7122,Buffalo,Mackenzie,18018.303,obs
GRDC_4208477,-117.4217,60.9403,Kakisa,Mackenzie,13562.34,obs
GRDC_4208550,-121.8989,56.0275,Peace,Mackenzie,72791.82,obs
GRDC_4208630,-117.3128,56.2447,Peace,Mackenzie,193305.53,obs
GRDC_4208822,-113.7861,56.3242,Wabasca,Mackenzie,14245.028,obs
GRDC_4208871,-111.39,58.2,Athabasca,Mackenzie,154326,obs
GRDC_4208975,-105.8194,58.8583,Cree,Mackenzie,20777.516,obs
GRDC_4209400,-114.0081,65.4144,Coppermine,Coppermine,20098.172,obs
GRDC_4209410,-116.576,67.2133,Kendall,Coppermine,2621.6455,obs
GRDC_4209850,-94.0583,67.525,Hayes,Hayes,18409.055,obs
GRDC_4213033,-114.9392,52.3808,North Saskatchewan,Nelson,10983.517,obs
GRDC_4213245,-98.71181,51.58733,Fairford,Nelson,79362.94,obs
GRDC_4213250,-110.6778,50.0431,South Saskatchewan,Nelson,54832.797,obs
GRDC_4213300,-109.6111,53.5167,North Saskatchewan,Nelson,56651.098,obs
GRDC_4213400,-106.6433,52.1403,South Saskatchewan,Nelson,125086.38,obs
GRDC_4213440,-105.7683,53.2028,North Saskatchewan,Nelson,118217.38,obs
GRDC_4213560,-101.0431,52.8792,Red Deer River Trib. Red Deer Lake,Nelson,14303.436,obs
GRDC_4213562,-112.7106,51.4672,Red Deer River Trib. S. Saskatchewan,Nelson,24385.398,obs
GRDC_4213563,-113.8158,52.2767,Red Deer River Trib. S. Saskatchewan,Nelson,11881.428,obs
GRDC_4213603,-99.5472,51.8528,Waterhen,Nelson,54779.875,obs
GRDC_4213680,-97.2111,49.0083,Red River Of The North,Nelson,92208.67,obs
GRDC_4213800,-95.5708,50.225,Winnipeg,Nelson,125287.39,obs
GRDC_4213804,-94.5139,49.7833,Winnipeg,Nelson,69496.44,obs
GRDC_4213911,-93.2083,50.6333,English,Nelson,26019.227,obs
GRDC_4214010,-99.5936,64.2636,Dubawnt,Thelon,64500.395,obs
GRDC_4214025,-92.7886,56.4319,Hayes,Hayes - Trib. Hudson Bay,102707.65,obs
GRDC_4214035,-69.62,57.67,Aux Melezes,Caniapiscau,40397.98,obs
GRDC_4214040,-69.25,57.43,Caniapiscau,Caniapiscau,88087.57,obs
GRDC_4214075,-95.0528,62.4717,Ferguson,Ferguson,12918.825,obs
GRDC_4214080,-85.0083,53.0917,Attawapiskat,Attawapiskat,36331.86,obs
GRDC_4214100,-93.9097,64.3142,Quoich,Quoich,29442.059,obs
GRDC_4214106,-98.2278,58.1431,South Seal,Seal,13041.97,obs
GRDC_4214107,-98.2889,58.8444,North Seal River,Seal,18642.725,obs
GRDC_4214261,-96.7972,57.25,Churchill,Churchill,276020.44,obs
GRDC_4214262,-100.03602,56.46822,Churchill,Churchill,239625.31,obs
GRDC_4214270,-94.625,58.1208,Churchill,Churchill,294421.16,obs
GRDC_4214271,-104.50178,55.35226,Rapid,Churchill,15271.059,obs
GRDC_4214285,-103.1594,56.1931,Reindeer,Churchill,63415.008,obs
GRDC_4214350,-93.8361,55.0264,Gods,Hayes - Trib. Hudson Bay,27058.248,obs
GRDC_4214351,-92.0986,55.85,Gods,Hayes - Trib. Hudson Bay,66060.79,obs
GRDC_4214390,-91.5153,53.4908,Severn,Severn,36827.93,obs
GRDC_4214450,-87.2333,54.5167,Winisk,Winisk River,47714.133,obs
GRDC_4214480,-87.0783,52.0875,Attawapiskat,Attawapiskat,24517.39,obs
GRDC_4214515,-81.5667,49.8819,Abitibi,Moose,21774.781,obs
GRDC_4214520,-83.8389,51.3306,Albany,Albany,118068.6,obs
GRDC_4214531,-82.1167,50.5833,Missinaibi,Moose,24009.295,obs
GRDC_4214540,-86.390833,51.641389,Albany,Albany,32542.557,obs
GRDC_4214551,-81.4583,50.7433,Moose,Moose,61365.402,obs
GRDC_4214655,-77.1872,49.8575,Waswanipi,Nottaway,31460.432,obs
GRDC_4214701,-74.5922,52.1711,Eastmain,Eastmain,21298.018,obs
GRDC_4214801,-76.9839,55.2375,Grande Riviere De La Baleine,Grande Riviere De La Baleine,34212.79,obs
GRDC_4214830,-73.9836,54.8492,Grande Riviere De La Baleine,Grande Riviere De La Baleine,19672.164,obs
GRDC_4214900,-67.5833,57.8833,Grande Riviere De La Baleine,Grande Riviere De La Baleine,29676.766,obs
GRDC_4214905,-64.8681,56.78306,George,George,24141.047,obs
GRDC_4215103,-119.61536,49.49852,Okanagan,Columbia,5964.034,obs
GRDC_4215200,-117.7164,49.1778,Columbia,Columbia,87105.25,obs
GRDC_4215210,-117.6278,49.0008,Columbia,Columbia,154793.23,obs
GRDC_4215320,-116.4019,48.905,Kootenay,Columbia,33854.883,obs
GRDC_4231601,-67.5897,46.47,Saint John,Saint John,34079.383,obs
GRDC_4231602,-67.7397,47.0389,Saint John,Saint John,21838.766,obs
GRDC_4231630,-66.8308,45.9622,Saint John,Saint John,39902.33,obs
GRDC_4232890,-84.61944,47.21389,Montreal,St. Lawrence,3384.2393,obs
GRDC_4243100,-76.2392,45.475,Ottawa,St.Lawrence,88198.734,obs
GRDC_4243101,-74.3928,45.57,Ottawa,St.Lawrence,143979.81,obs
GRDC_4244410,-71.84,48.7542,Peribonca,Saguenay,27127.36,obs
GRDC_4244430,-71.6353,48.5772,Saguenay,Saguenay,72559.62,obs
GRDC_4244500,-60.7892,53.2478,Churchill,Churchill Labrador,91294.52,obs
GRDC_4244580,-68.7208,49.5583,Outardes   Aux,Manicouagan,17718.178,obs
GRDC_4244655,-60.1247,51.8436,Little Mecatina,Little Mecatina,12040.676,obs
GRDC_4244890,-66.1903,50.3503,Moisie,Coastal,18936.127,obs
GRDC_4245920,-127.6847,55.7161,Skeena,Skeena,12562.334,obs
GRDC_5101071,144.211,-14.917,Normanby,Coastal,12941.687,obs
GRDC_5101470,151.98,-25.134,Burnett,Coastal,32082.766,obs
GRDC_5101500,152.668,-27.44,Brisbane,Coastal,10231.598,obs
GRDC_5104245,144.7863,-28.6895,Paroo River,Murray,21888.242,obs
GRDC_5109151,140.857,-18.165,Flinders,Flinders,106714.57,obs
GRDC_5109161,141.13,-17.862,Norman,Flinders,39393.82,obs
GRDC_5109170,142.8751,-18.2038,Gilbert,Gilbert,11509.568,obs
GRDC_5109210,139.883,-18.257,Leichhardt,Leichhardt,23929.877,obs
GRDC_5202044,152.6832,-29.5082,Clarence,Coastal,16930.922,obs
GRDC_5202102,151.4037,-32.6635,Hunter,Coastal,17782.973,obs
GRDC_5202103,151.17,-32.562,Hunter,Coastal,16443.98,obs
GRDC_5202135,150.683,-33.748,Nepean,Coastal,11000.716,obs
GRDC_5204103,148.1069,-35.0764,Murrumbidgee,Murray,21368.352,obs
GRDC_5204104,148.5743,-35.001,Murrumbidgee,Murray,13115.352,obs
GRDC_5204107,149.10125,-35.539928,Murrumbidgee River,Murray,5159.0117,obs
GRDC_5204181,149.8471,-29.4261,Gwydir,Murray,12443.437,obs
GRDC_5204301,147.9914,-33.4108,Lachlan,Murray,19423.086,obs
GRDC_5204401,149.0811,-32.6332,Macquairie,Murray,13804.036,obs
GRDC_5204451,148.0604,-30.0154,Barwon,Murray,131396.72,obs
GRDC_5204452,148.6885,-29.353,Barwon,Murray,64647.63,obs
GRDC_5302229,148.3615,-37.661,Snowy,Coastal,13455.891,obs
GRDC_5302400,141.2811,-37.9252,Glenelg,Coastal,11996.638,obs
GRDC_5304140,143.3472,-34.8472,Murray,Murray,113128.07,obs
GRDC_5607023,126.0278,-17.6722,Fitzroy,Fitzroy Western Australia,17136.164,obs
GRDC_5607025,123.6431,-17.7328,Fitzroy,Fitzroy Western Australia,91962.78,obs
GRDC_5607400,115.4994,-22.5443,Ashburton,Ashburton,71884.22,obs
GRDC_5607500,119.249,-20.3114,De Grey,De Grey,49892.383,obs
GRDC_5608096,128.69,-15.56,Ord,Ord,51374.996,obs
GRDC_5708126,129.7346,-15.9319,West Baines,Victoria,8775.419,obs
GRDC_5709110,136.0852,-16.4526,Macarthur,Macarthur,9469.079,obs
GRDC_5709112,136.318,-16.08,Macarthur,Macarthur,14405.916,obs
GRDC_5865300,175.1456,-37.6527,Waikato,Waikato,11507.113,obs
GRDC_5868050,169.3239,-45.1995,Clutha,Clutha,12094.478,obs
GRDC_6140300,14.145395,49.31291,Otava,Elbe,2889.5227,obs
GRDC_6140450,15.1,49.74,SAZAVA,Vltava,1492.2786,obs
GRDC_6142110,16.858672,48.79945,Thaya,Danube,11929.866,obs
GRDC_6142120,17.298601,48.933061,Morava,Danube,9108.618,obs
GRDC_6157100,18.327264,49.919651,Oder,Oder,4660.7764,obs
GRDC_6172023,23.996693,58.726413,Kasari,Kasari,2628.652,obs
GRDC_6172050,24.767508,58.463073,Pärnu,Pärnu,5157.609,obs
GRDC_6172200,26.726115,58.380004,Emajõgi,Narva,8011.2256,obs
GRDC_6172280,27.45446,58.09556,Vohandu jogi,Narva,1108.9172,obs
GRDC_6172351,27.740289,59.000848,Narva,Narva,47709.12,obs
GRDC_6211050,-8.493114,42.08093,Minho,Minho,15652.387,obs
GRDC_6211180,-7.60459,43.13946,Minho,Minho,1025.4779,obs
GRDC_6212505,-5.564858,42.366741,Esla,Douro,3984.9377,obs
GRDC_6212740,-4.732359,41.661169,Pisuerga,Douro,15522.906,obs
GRDC_6217140,-3.79918,37.98415,Guadalquivir,Guadalquivir,15659.89,obs
GRDC_6220210,3.126709,50.791197,Leie,Scheldt,2900.176,obs
GRDC_6220361,4.279647,50.765746,Dyle,Scheldt,660.42487,obs
GRDC_6221100,5.690309,50.725894,Meuse,Meuse,20477.346,obs
GRDC_6221101,5.31777,50.536474,Meuse,Meuse,16554.885,obs
GRDC_6221102,4.806518,50.092132,Meuse,Meuse,10163.75,obs
GRDC_6226200,-2.955462,42.687636,Ebro,Ebro,5434.447,obs
GRDC_6226310,-1.650487,42.343265,Aragon,Ebro,5520.4453,obs
GRDC_6226420,-0.897818,41.637059,Huerva,Ebro,1050.5504,obs
GRDC_6226450,-1.280026,41.912961,Arba,Ebro,2152.8833,obs
GRDC_6226600,0.416323,41.45158,Segre,Ebro,12899.8545,obs
GRDC_6226800,0.520716,40.813296,Ebro,Ebro,84021.945,obs
GRDC_6229100,11.54,58.88,ENNINGDALSAELVEN,Glomma,630.0529,obs
GRDC_6232901,23.543048,67.224893,Muonio,Torne,12618.574,obs
GRDC_6233100,12.31002,57.239762,Viskan,Viskan,2138.1492,obs
GRDC_6233114,16.784631,62.087329,Edean,Harmangersan,592.15094,obs
GRDC_6233122,16.809291,60.861162,Ostersjon,Testeboan ,1185.9004,obs
GRDC_6233126,18.564553,63.571375,Gide,Gidealven,3149.4775,obs
GRDC_6233130,14.749482,56.194506,Morrumsan,Morrumsan,3417.8616,obs
GRDC_6233170,13.51,56.49,Lagan,Lagan,5469.5044,obs
GRDC_6233200,12.44,61.81,GROETSJOEN,Osterdalalven,563.63135,obs
GRDC_6233201,17.44,60.56,Dalaelven,Dalaelven,28357.705,obs
GRDC_6233205,13.008137,61.309466,Goralven,Dal,1082.7102,obs
GRDC_6233221,17.08,61.21,Ljusnan,Ljusnan,20162.434,obs
GRDC_6233223,14.312913,62.031505,Ljusnan,Ljusnan,8358.442,obs
GRDC_6233315,12.37,58.36,Gota,Gota,48425.61,obs
GRDC_6233350,16.162713,57.009086,Alsteran,Alsteran,1374.2767,obs
GRDC_6233360,16.45,57.14,Eman,Eman,4507.89,obs
GRDC_6233401,17.39,62.52,Indalselven,Indalselven,25587.104,obs
GRDC_6233410,18.08,59.3,Maelaren,Maelaren,22684.887,obs
GRDC_6233425,15.113585,59.534358,Jarlean,Arbogaan,849.5275,obs
GRDC_6233440,16.699135,58.859044,Vrenaan,Nykopingsan,2239.2974,obs
GRDC_6233510,19.666241,64.239979,Vindel,Ume,13815.889,obs
GRDC_6233525,13.193451,59.446488,Norsalven,Norsa,4012.7659,obs
GRDC_6233551,16.96,62.36,Ljungan,Ljungan,12096.707,obs
GRDC_6233680,17.508312,65.542207,Vindel,Ume,6164.7637,obs
GRDC_6233690,20.86,64.74,Skellefteaelven,Skellefteaelven,11641.089,obs
GRDC_6233700,18.298032,63.433359,Moalven,Moalven,1469.6925,obs
GRDC_6233710,21.21,65.53,Piteaelven,Piteaelven,11701.699,obs
GRDC_6233750,21.67,65.81,Luleaelven,Luleaelven,24922.588,obs
GRDC_6233780,21.97,66.02,RANEAELVEN,Kalixalv,3882.7927,obs
GRDC_6233800,21.807666,66.170754,Livasalven,Ranealven,1090.5736,obs
GRDC_6235400,9.578855,47.260356,Ill,Rhine,1271.8375,obs
GRDC_6235530,9.658374,47.447569,Rhine,Rhine,6534.881,obs
GRDC_6242100,14.284912,48.30692,Danube,Danube,79239.78,obs
GRDC_6242150,14.891028,48.110874,Ybbs,Danube,1097.9541,obs
GRDC_6242250,14.424931,48.043318,Enns,Danube,5929.8965,obs
GRDC_6242401,15.46122,48.382792,Danube,Danube,95611.72,obs
GRDC_6242501,16.332121,48.329485,Danube,Danube,101164.07,obs
GRDC_6242510,10.709677,47.497015,Lech,Danube,1007.14294,obs
GRDC_6242520,15.690083,48.534688,Kamp,Danube,1525.8698,obs
GRDC_6242800,16.977317,48.173299,Danube,Danube,130918.93,obs
GRDC_6242850,15.499183,48.844976,Thaya,Danube,1406.0092,obs
GRDC_6243030,11.396506,47.275613,Inn,Danube,5755.178,obs
GRDC_6243050,12.093312,47.522774,Inn,Danube,9282.519,obs
GRDC_6243250,12.974216,47.811555,Saalach,Danube,1115.5402,obs
GRDC_6243850,13.44,48.43,Inn,Inn,24264.443,obs
GRDC_6246145,13.494837,46.807338,Lieser,Danube,1032.3326,obs
GRDC_6246590,15.792175,46.711443,Mur,Danube,9766.987,obs
GRDC_6246611,15.31,47.16,Mur,Mur,6805.1626,obs
GRDC_6246612,15.28143,47.409966,Mur,Danube,6194.3037,obs
GRDC_6246700,15.47,47.52,MUERZ,Mura,722.59216,obs
GRDC_6321100,6.15,51.68,Niers,Meuse / Maas,1382.8052,obs
GRDC_6335030,7.160984,51.399742,Ruhr,Rhine,4097.8833,obs
GRDC_6335076,7.445678,50.502094,Wied,Mittelrhein,663.1451,obs
GRDC_6335100,7.764994,50.085407,Rhine,Rhine,103274.984,obs
GRDC_6335113,7.903167,49.940455,Nahe,Rhine,4036.708,obs
GRDC_6335116,7.720027,49.780141,Nahe,Rhine,2826.9858,obs
GRDC_6335125,8.03,48.39,KINZIG -TRIB. RHEIN-,"Rhine, section Ill - Neckar",957.2151,obs
GRDC_6335160,8.79551,50.283039,Nidda,Rhine,1073.3689,obs
GRDC_6335170,8.44876,49.323786,Rhine,Rhine,53044.016,obs
GRDC_6335180,8.377548,49.631858,Rhine,Rhine,68711.586,obs
GRDC_6335200,8.305614,49.038957,Rhine,Rhine,50535.773,obs
GRDC_6335290,9.28,49.25,KOCHER,Neckar,1925.0035,obs
GRDC_6335303,10.75524,49.92968,Main,Rhine,11943.837,obs
GRDC_6335310,8.94581,50.132084,Kinzig,Rhine,967.7518,obs
GRDC_6335350,8.355275,50.545134,Lahn,Rhine,3578.359,obs
GRDC_6335351,8.764476,50.798714,Lahn,Rhine,1663.9613,obs
GRDC_6335400,7.799905,47.560715,Rhine,Rhine,34234.105,obs
GRDC_6335450,9.621145,47.61546,ARGEN,Rhine,634.92316,obs
GRDC_6335460,9.554292,47.660208,SCHUSSEN,Rhine,781.16754,obs
GRDC_6335530,10.9489,49.8328,Regnitz,Rhine,6941.756,obs
GRDC_6335601,9.159831,49.072307,Neckar,Rhine,7866.589,obs
GRDC_6335602,9.419239,48.707411,Neckar,Rhine,3967.6492,obs
GRDC_6335800,10.8741,49.951,Main,Rhine,4249.7686,obs
GRDC_6336050,7.16831,50.143322,Moselle,Rhine,27046.951,obs
GRDC_6336800,6.369075,49.472537,Moselle,Rhine,11528.5625,obs
GRDC_6336900,6.648444,49.408914,Saar,Rhine,6923.843,obs
GRDC_6337100,8.86,52.17,WESER,Weser,17573.852,obs
GRDC_6337501,9.7,52.68,ALLER,Aller,7757.3677,obs
GRDC_6337506,9.49,51.19,Fulda,Weser,2975.8628,obs
GRDC_6337508,9.72,51,FULDA,Fulda,2517.9043,obs
GRDC_6337509,9.67,52.38,Leine,Weser,5276.22,obs
GRDC_6337512,10.19,51.12,WERRA,Weser,4283.7065,obs
GRDC_6337514,9.51,51.97,WESER,Weser,15877.041,obs
GRDC_6337515,9.21,52.85,WESER,Aller,22141.732,obs
